SNo,Date,Voucher No,Branch,Party,Product,Net Amount,Division
200,05-04-2019,SI-SCH 13,TELANGANA,KAVITHA ELECTRONICS,SKY Smile Blower,"13,182.00",SKYZEN
201,05-04-2019,SI-SCH 13,TELANGANA,KAVITHA ELECTRONICS,SKY MINI CUTE,"3,398.00",SKYZEN
202,05-04-2019,SI-SCH 13,TELANGANA,KAVITHA ELECTRONICS,Smile Trolly,900.00,SKYZEN
203,05-04-2019,SI-SCH 13,TELANGANA,KAVITHA ELECTRONICS,Mini Cute Trolley,265.00,SKYZEN
204,05-04-2019,SI-SCH 13,TELANGANA,KAVITHA ELECTRONICS,,-0.02,SKYZEN
205,05-04-2019,SI-SCH 14,TELANGANA,SRI RANGA ELECTRONICS,SKY Smart Cool 18AL,"45,581.22",SKYZEN
206,05-04-2019,SI-SCH 14,TELANGANA,SRI RANGA ELECTRONICS,SKY Smart Cool 18ALR-H,"9,158.87",SKYZEN
207,05-04-2019,SI-SCH 14,TELANGANA,SRI RANGA ELECTRONICS,SKY VIBRANT 5000HCR,"68,198.96",SKYZEN
208,05-04-2019,SI-SCH 14,TELANGANA,SRI RANGA ELECTRONICS,SKY Hippo Chill 4500,"19,502.61",SKYZEN
209,05-04-2019,SI-SCH 14,TELANGANA,SRI RANGA ELECTRONICS,SKY Smart Cool 18ALR LCD-H,"51,170.00",SKYZEN
210,05-04-2019,SI-SCH 14,TELANGANA,SRI RANGA ELECTRONICS,,0.34,SKYZEN
211,05-04-2019,SI-SCO 1,ANDHRA,HS ENTERPRISE NEW,SKY Smile Blower,"47,260.00",SKYZEN
212,05-04-2019,SI-SCO 1,ANDHRA,HS ENTERPRISE NEW,Smile Trolly,"4,250.00",SKYZEN
213,05-04-2019,SI-SCO 2,ANDHRA,SURYA ELECTRONICS,SKY Smile Blower,"151,232.00",SKYZEN
214,05-04-2019,SI-SCO 2,ANDHRA,SURYA ELECTRONICS,Smile Trolly,"13,600.00",SKYZEN
215,05-04-2019,SI-SCO 3,ANDHRA,MADHU AGENCIES,SKY Smart Cool 18AL,"105,015.00",SKYZEN
216,05-04-2019,SI-SCO 3,ANDHRA,MADHU AGENCIES,SKY Hippo Chill 4500,"88,845.00",SKYZEN
217,05-04-2019,SI-SCO 3,ANDHRA,MADHU AGENCIES,SKY Thunder Cool 18AL,"34,400.00",SKYZEN
218,05-04-2019,SI-SCO 3,ANDHRA,MADHU AGENCIES,SKY MINI CUTE,"42,525.00",SKYZEN
219,05-04-2019,SI-SCO 3,ANDHRA,MADHU AGENCIES,Mini Cute Trolley,"3,900.00",SKYZEN
220,05-04-2019,SI-SCO 3,ANDHRA,MADHU AGENCIES,SKY Smile Blower,"66,164.00",SKYZEN
221,05-04-2019,SI-SCO 3,ANDHRA,MADHU AGENCIES,Smile Trolly,"5,950.00",SKYZEN
222,05-04-2019,SI-SLH 2,TELANGANA,VASAVI TIME VISION,SKYZEN LED M32,"18,180.00",SKYZEN
223,05-04-2019,SI-SLH 2,TELANGANA,VASAVI TIME VISION,SKYZEN LED M32S,"11,590.00",SKYZEN
224,05-04-2019,SI-SLH 3,TELANGANA,GEMINI ELECTRONICS COMPANY,SKYZEN LED M32,"27,270.00",SKYZEN
225,05-04-2019,SI-SLH 3,TELANGANA,GEMINI ELECTRONICS COMPANY,SKYZEN LED M32S,"34,770.00",SKYZEN
226,05-04-2019,SI-SLV 3,ANDHRA,VK ENTERPRISES,SKYZEN LED M42S,"120,000.00",SKYZEN
227,05-04-2019,SI-SLV 3,ANDHRA,VK ENTERPRISES,SKYZEN LED M55S,"43,190.00",SKYZEN
228,05-04-2019,SI-SLV 4,ANDHRA,HS ENTERPRISE NEW,SKYZEN LED M50S(V51S),"65,780.00",SKYZEN
229,05-04-2019,SI-SOH 6,TELANGANA,RS ENTERPRISES,SKY WATER DIS 21B FSR,"30,450.00",SKYZEN
230,05-04-2019,SI-SOH 7,TELANGANA,SAI KRISHNA TRADING COMPANY,SKY WATER DIS 21B FSR,"60,900.00",SKYZEN
231,05-04-2019,SI-SOH 8,TELANGANA,RK DIGITAL SHOPPY,SKY SEMI WM SD 72R,"20,670.00",SKYZEN
232,05-04-2019,SI-SOH 8,TELANGANA,RK DIGITAL SHOPPY,SKY SEMI WM SD 75P,"23,670.00",SKYZEN
233,05-04-2019,SI-SOH 8,TELANGANA,RK DIGITAL SHOPPY,SKY SEMI WM SD 81R,"28,470.00",SKYZEN
234,05-04-2019,SI-SOO 2,ANDHRA,HS ENTERPRISE NEW,SKY WASHER SZ 802,"315,315.00",SKYZEN
235,05-04-2019,SI-SOO 2,ANDHRA,HS ENTERPRISE NEW,SKY SEMI WM SD 75P,"71,900.00",SKYZEN
236,05-04-2019,SI-SOO 3,ANDHRA,MADHU AGENCIES,SKY WASHER SZ 802,"81,900.00",SKYZEN
237,05-04-2019,SI-SOV 4,ANDHRA,SRI SRINIVASA HOME APPLIANCES,SKY WASHER SZ 802,"41,900.00",SKYZEN
238,05-04-2019,SI-SOV 5,ANDHRA,SURYA ELECTRONICS,SKY SEMI WM SD 90R,"56,388.00",SKYZEN
239,05-04-2019,SI-SOV 6,ANDHRA,SAI HARIKA ENTERPRISES,SKYZEN LED M32,"27,270.00",SKYZEN
240,05-04-2019,SI-STIPG 1,ANDHRA,SAI TEJA INDO PLAST HYD,SKY SEMI WM SD 75P,"197,600.00",SKYZEN
241,05-04-2019,SI-STIPG 1,ANDHRA,SAI TEJA INDO PLAST HYD,SKY INDUSTRIAL COOLER 30 INCH,"90,000.00",SKYZEN
242,05-04-2019,SI-STIPG 1,ANDHRA,SAI TEJA INDO PLAST HYD,SKYZEN LED H3214N,"40,200.00",SKYZEN
243,05-04-2019,SI-STIPG 1,ANDHRA,SAI TEJA INDO PLAST HYD,SKYZEN LED H3205,"14,000.00",SKYZEN
244,05-04-2019,SI-STIPG 1,ANDHRA,SAI TEJA INDO PLAST HYD,SKYZEN LED H3214S,"52,800.00",SKYZEN
245,05-04-2019,TP-SI-MFGP 11,PONNUR,SAI BALAJI ENTERPRISES,FAN MOTOR,650.00,CVCRM
246,06-04-2019,CSI-ONG 5,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"6,000.00",SKYZEN
247,06-04-2019,SI-P 3,ANDHRA,VIJAYALAKSHMI ELECTRONICS,AIRCOOLER PLASTIC BODYS,"14,000.00",SKYZEN
248,06-04-2019,SI-SCV 6,ANDHRA,VISWANADAM.K,SKY Thunder Cool 18AL,"34,000.00",SKYZEN
249,06-04-2019,SI-STIPH 1,TELANGANA,SAI TEJA INDO PLAST VJA,SKY SEMI WM SD 68R,"328,600.00",SKYZEN
250,06-04-2019,SI-STIPH 1,TELANGANA,SAI TEJA INDO PLAST VJA,SKY WATER DIS 21B FSR,"104,000.00",SKYZEN
251,06-04-2019,SI-STIPH 1,TELANGANA,SAI TEJA INDO PLAST VJA,SKY WATER DIS 21B FSR,"5,000.00",SKYZEN
252,06-04-2019,SI-STIPH 1,TELANGANA,SAI TEJA INDO PLAST VJA,SKY MINI CUTE,"1,900.00",SKYZEN
253,06-04-2019,SI-STIPH 1,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED V24E,"5,000.00",SKYZEN
254,06-04-2019,SI-STIPH 1,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M32S,"8,500.00",SKYZEN
255,06-04-2019,SI-STIPH 1,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED VQ32,"8,000.00",SKYZEN
256,06-04-2019,SI-STIPH 2,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED V51,"20,000.00",SKYZEN
257,06-04-2019,SI-STIPH 2,TELANGANA,SAI TEJA INDO PLAST VJA,SKYZEN LED M42S,"13,000.00",SKYZEN
258,06-04-2019,TP-SI-P 3,PONNUR,VIJAYALAKSHMI ELECTRONICS,JUMBO AIR COOLER,"26,600.00",CVCRM
259,06-04-2019,TP-SI-P 3,PONNUR,VIJAYALAKSHMI ELECTRONICS,TAX FOR COOLERS,"2,142.00",CVCRM
260,07-04-2019,SI-CBO 10,ANDHRA,MURALI ELECTRONICS,AIRCOOLER,"37,170.00",CVCRM
261,07-04-2019,SI-CCBO 10,ONGOLE,MURALI ELECTRONICS,SAFARI WHITE AIR COOLER,"35,490.00",CVCRM
262,07-04-2019,SI-CCBO9 1,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,SAFARI AIR COOLER,"30,900.00",CVCRM
263,07-04-2019,SI-CCBO9 1,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,STORM AIR COOLER,"29,900.00",CVCRM
264,07-04-2019,SI-CCBO9 1,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TYPHOON AIR COOLER,"17,000.00",CVCRM
265,07-04-2019,SI-SZP 3,ANDHRA,JAYAENTERPRISES,SKY MINI CUTE,"12,800.00",SKYZEN
266,07-04-2019,SI-SZP 3,ANDHRA,JAYAENTERPRISES,Mini Cute Trolley,"1,040.00",SKYZEN
267,08-04-2019,CSI-ONG 6,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"12,000.00",SKYZEN
268,08-04-2019,SI-CBO 9,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,AIRCOOLER,"47,500.00",CVCRM
269,08-04-2019,SI-CBO 11,ANDHRA,NIVAS ENTERPRISES,AIRCOOLER,"222,000.00",CVCRM
270,08-04-2019,SI-CBO 11,ANDHRA,NIVAS ENTERPRISES,AIRCOOLER PLASTIC BODYS,"47,200.00",SKYZEN
271,08-04-2019,SI-CBO 11,ANDHRA,NIVAS ENTERPRISES,FRES SMILE,"30,000.00",SKYZEN
272,08-04-2019,SI-CBO 11,ANDHRA,NIVAS ENTERPRISES,Smile Trolly,"4,250.00",SKYZEN
273,08-04-2019,SI-CBO 11,ANDHRA,NIVAS ENTERPRISES,SKY Hippo Chill 4500,"4,000.00",SKYZEN
274,08-04-2019,SI-CBO 12,ANDHRA,SRI GAYATRI ELECTRONICS,AIRCOOLER,"40,000.00",CVCRM
275,08-04-2019,SI-CBO 13,ANDHRA,SRI GAYATRI ELECTRONICS,AIRCOOLER,"40,000.00",CVCRM
276,08-04-2019,SI-CCBO 9,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,SAFARI AIR COOLER,"5,950.00",CVCRM
277,08-04-2019,SI-CCBO 9,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,STORM AIR COOLER,"5,450.00",CVCRM
278,08-04-2019,SI-CCBO 9,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TYPHOON AIR COOLER,"7,500.00",CVCRM
279,08-04-2019,SI-CCBO 9,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,SNOW COOL AIR COOLER,"16,000.00",CVCRM
280,08-04-2019,SI-CCBO 9,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TAX FOR COOLERS,"7,250.00",CVCRM
281,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SNOWCOOL WHITE AIRCOOLER HC,"98,935.00",CVCRM
282,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SNOW COOL AIR COOLER HC,"104,260.00",CVCRM
283,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SNOW COOL WHITE AIR COOLER,"1,705.00",CVCRM
284,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SNOW COOL AIR COOLER,"17,655.00",CVCRM
285,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SKY Hippo Chill 4500,"8,800.00",SKYZEN
286,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,FRES SMILE,"13,000.00",SKYZEN
287,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,TYPHOON BODY,"47,350.00",CVCRM
288,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SWITCH SGI 3 POLE,500.00,SERVICE
289,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SWITCH SGI 4 POLE,500.00,SERVICE
290,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SKY DRAIN PLUG,250.00,SERVICE
291,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,CVCRM TANK,10.00,CVCRM
292,08-04-2019,SI-CCBO 11,ONGOLE,NIVAS ENTERPRISES,SPARES(COOLERS),55.00,CVCRM
293,08-04-2019,SI-CCBO 12,ONGOLE,SRI GAYATRI ELECTRONICS,STORM AIR COOLER,"17,800.00",CVCRM
294,08-04-2019,SI-CCBO 12,ONGOLE,SRI GAYATRI ELECTRONICS,TAX FOR COOLERS,"6,100.00",CVCRM
295,08-04-2019,SI-CCBO 13,ONGOLE,SRI GAYATRI ELECTRONICS,STORM AIR COOLER,"17,800.00",CVCRM
296,08-04-2019,SI-CCBO 13,ONGOLE,SRI GAYATRI ELECTRONICS,TAX FOR COOLERS,"6,100.00",CVCRM
297,08-04-2019,SI-CRMV 8,ANDHRA,SRI SAI TEJA ELECTRONICS,AIRCOOLER,"48,000.00",CVCRM
298,08-04-2019,SI-CRMV 9,ANDHRA,CANCEL DEALER,CANCEL PRODUCT,0.01,SERVICE
299,08-04-2019,SI-CRMV 9,ANDHRA,CANCEL DEALER,,-0.01,SKYZEN
300,08-04-2019,SI-KSV 2,ANDHRA,RAMESH MADHIRA,KEN TURBOCOOL DX,"34,855.00",KENSTAR
301,08-04-2019,SI-KSV 3,ANDHRA,SRINIVAS MADHIRA,KEN DOUBLE COOL,"25,670.00",KENSTAR
302,08-04-2019,SI-SCH 15,TELANGANA,RISHI ENTERPRISES,SKY Hippo Chill 4500,"59,230.00",SKYZEN
303,08-04-2019,SI-SCH 15,TELANGANA,RISHI ENTERPRISES,SKY MINI CUTE,"56,700.00",SKYZEN
304,08-04-2019,SI-SCH 15,TELANGANA,RISHI ENTERPRISES,Mini Cute Trolley,"3,900.00",SKYZEN
305,08-04-2019,SI-SCH 16,TELANGANA,ACN DIGITAL SHOPPE,SKY Hippo Chill 4500,"44,856.00",SKYZEN
306,08-04-2019,SI-SCV 7,ANDHRA,SRINIVASA ELE  GUDIWADA,SKY TRENDY,"72,900.00",SKYZEN
307,08-04-2019,SI-SCV 8,ANDHRA,SRIDHAR AGENCIES,SKY MINI CUTE,"28,350.00",SKYZEN
308,08-04-2019,SI-SCV 8,ANDHRA,SRIDHAR AGENCIES,Mini Cute Trolley,"2,600.00",SKYZEN
309,08-04-2019,SI-SCV 8,ANDHRA,SRIDHAR AGENCIES,SKY Thunder Cool 18ALH,"36,745.00",SKYZEN
310,08-04-2019,SI-SOH 9,TELANGANA,RISHI ENTERPRISES,SKY WATER DIS 21B FSR,"24,360.00",SKYZEN
311,08-04-2019,SI-SOH 10,TELANGANA,VAISHNAVI MARKETING,SKY WATER DIS 21B FSR,"18,270.00",SKYZEN
312,08-04-2019,SI-STIPO 2,ANDHRA,SAI TEJA INDO PLAST HYD,SKY WASHER SZ 802,"288,000.00",SKYZEN
313,08-04-2019,TG-SI-CRMV 8,GOLLAPUDI,SRI SAI TEJA ELECTRONICS,TYPHOON AIR COOLER,"31,200.00",CVCRM
314,08-04-2019,TG-SI-CRMV 8,GOLLAPUDI,SRI SAI TEJA ELECTRONICS,TYPHOON AIR COOLER,"36,300.00",CVCRM
315,08-04-2019,TG-SI-CRMV 8,GOLLAPUDI,SRI SAI TEJA ELECTRONICS,TYPHOON AIR WHITE COOLER,"45,500.00",CVCRM
316,08-04-2019,TG-SI-CRMV 8,GOLLAPUDI,SRI SAI TEJA ELECTRONICS,TAX FOR COOLERS,"7,320.00",CVCRM
317,08-04-2019,TG-SI-CRMV 9,GOLLAPUDI,CANCEL DEALER,CANCEL PRODUCT,0.01,SERVICE
318,08-04-2019,TG-SI-CRMV 9,GOLLAPUDI,CANCEL DEALER,,-0.01,CVCRM
319,08-04-2019,TP-SI-MFGP 12,PONNUR,RAFI ELECTRONICS,SUPREME GOLD PLUS,"8,670.00",CVCRM
320,08-04-2019,TP-SI-MFGP 12,PONNUR,RAFI ELECTRONICS,SAFARI AIR COOLER,"2,990.00",CVCRM
321,08-04-2019,TP-SI-MFGP 12,PONNUR,RAFI ELECTRONICS,STORM AIR COOLER,"2,890.00",CVCRM
322,08-04-2019,TP-SI-MFGP 13,PONNUR,GOPI KRISHNA ELE,FAN MOTOR,"3,900.00",CVCRM
323,08-04-2019,TP-SI-MFGP 13,PONNUR,GOPI KRISHNA ELE,PUMP MOTOR,"1,050.00",CVCRM
324,08-04-2019,TP-SI-MFGP 14,PONNUR,Cash Account AKV,SPARES(COOLERS),40.00,CVCRM
325,09-04-2019,SI-CBO 14,ANDHRA,MURALI ELECTRONICS,AIRCOOLER,"37,170.00",CVCRM
326,09-04-2019,SI-CBO 15,ANDHRA,MURALI ELECTRONICS,TYPHOON AL WHITE AIRCOLER,"60,000.00",CVCRM
327,09-04-2019,SI-CBO 16,ANDHRA,MURALI ELECTRONICS,TYPHOON AL WHITE AIRCOLER,"48,000.00",CVCRM
328,09-04-2019,SI-CBO 17,ANDHRA,GOWTHAM ENTERPRISES,AIRCOOLER PLASTIC BODYS,"96,000.00",SKYZEN
329,09-04-2019,SI-CCBO 14,ONGOLE,MURALI ELECTRONICS,SAFARI WHITE AIR COOLER,"35,490.00",CVCRM
330,09-04-2019,SI-CCBO 15,ONGOLE,MURALI ELECTRONICS,TYPHOON AL WHITE AIRCOLER,"48,000.00",CVCRM
331,09-04-2019,SI-CCBO 15,ONGOLE,MURALI ELECTRONICS,TAX FOR COOLERS,"9,150.00",CVCRM
332,09-04-2019,SI-CCBO 16,ONGOLE,MURALI ELECTRONICS,TYPHOON AL WHITE AIRCOLER,"38,400.00",CVCRM
333,09-04-2019,SI-CCBO 16,ONGOLE,MURALI ELECTRONICS,TAX FOR COOLERS,"7,320.00",CVCRM
334,09-04-2019,SI-CCBO 17,ONGOLE,GOWTHAM ENTERPRISES,STORM BODY,"78,000.00",CVCRM
335,09-04-2019,SI-CCBO 17,ONGOLE,GOWTHAM ENTERPRISES,TAX FOR COOLERS,"14,640.00",CVCRM
336,09-04-2019,SI-CCBO 17,ONGOLE,GOWTHAM ENTERPRISES,SPARES(COOLERS),1.60,CVCRM
337,09-04-2019,SI-CCBO 17,ONGOLE,GOWTHAM ENTERPRISES,,0.40,SKYZEN
338,09-04-2019,SI-CRMV 10,ANDHRA,TEJA MOBILE WORLD,AIRCOOLER,"12,000.00",CVCRM
339,09-04-2019,SI-SCH 17,TELANGANA,BHARAT ELECTRONICS AND HOME APPLIANCES,SKY Hippo Chill 4500,"52,254.00",SKYZEN
340,09-04-2019,SI-SCH 18,TELANGANA,SRI SAI MARK ENTERPRISES,SKY Hippo Chill 4500,"14,952.00",SKYZEN
341,09-04-2019,SI-SCH 18,TELANGANA,SRI SAI MARK ENTERPRISES,SKY Thunder Cool 18AL,"8,403.00",SKYZEN
342,09-04-2019,SI-SCH 18,TELANGANA,SRI SAI MARK ENTERPRISES,SKY Smart Cool 18ALR-H-BT+USB LCD,"9,800.00",SKYZEN
343,09-04-2019,SI-SCH 18,TELANGANA,SRI SAI MARK ENTERPRISES,SKY Vibrant 18AL /HPL,"8,998.00",SKYZEN
344,09-04-2019,SI-SCO 4,ANDHRA,SREE BALAJI AGENCIES,SKY WASHER SZ 801,"212,400.00",SKYZEN
345,09-04-2019,SI-SCO 4,ANDHRA,SREE BALAJI AGENCIES,FRES SMILE,"123,600.00",SKYZEN
346,09-04-2019,SI-SCO 4,ANDHRA,SREE BALAJI AGENCIES,Smile Trolly,"18,000.00",SKYZEN
347,09-04-2019,SI-SCV 9,ANDHRA,SRIDHAR AGENCIES,SKY MINI CUTE,"14,175.00",SKYZEN
348,09-04-2019,SI-SCV 9,ANDHRA,SRIDHAR AGENCIES,Mini Cute Trolley,"2,600.00",SKYZEN
349,09-04-2019,SI-SCV 10,ANDHRA,MVV ENTERPRISES,SKY Vibrant 18AL /HPL,"35,992.00",SKYZEN
350,09-04-2019,SI-SCV 10,ANDHRA,MVV ENTERPRISES,SKY Smart Cool 18AL,"42,860.00",SKYZEN
351,09-04-2019,SI-SCV 10,ANDHRA,MVV ENTERPRISES,SKY Smart Cool 18ALH,"37,096.00",SKYZEN
352,09-04-2019,SI-SCV 10,ANDHRA,MVV ENTERPRISES,SKY Super Cool 16AL,"39,065.00",SKYZEN
353,09-04-2019,SI-SCV 10,ANDHRA,MVV ENTERPRISES,SKY Smile Blower,"19,773.00",SKYZEN
354,09-04-2019,SI-SCV 10,ANDHRA,MVV ENTERPRISES,Smile Trolly,"1,350.00",SKYZEN
355,09-04-2019,SI-SLH 4,TELANGANA,LAXMI AUDIOS,SKYZEN LED M24D,"504,000.00",SKYZEN
356,09-04-2019,SI-SLV 5,ANDHRA,SONOVISION WATCH AND ELECTRONICS,SKYZEN LED M32,"27,270.00",SKYZEN
357,09-04-2019,SI-SOH 11,TELANGANA,BHARAT ELECTRONICS AND HOME APPLIANCES,SKY WASHER SZ 802,"327,600.00",SKYZEN
358,09-04-2019,SI-SOH 11,TELANGANA,BHARAT ELECTRONICS AND HOME APPLIANCES,SKY WATER DIS 21B FSR,"30,450.00",SKYZEN
359,09-04-2019,SI-SOH 12,TELANGANA,SRI SAI MARK ENTERPRISES,SKY SEMI WM SD 75P,"15,780.00",SKYZEN
360,09-04-2019,SI-SOH 12,TELANGANA,SRI SAI MARK ENTERPRISES,SKY SEMI WM SD 90R,"20,800.00",SKYZEN
361,09-04-2019,SI-SOO 4,ANDHRA,SRI HANUMAN ENTERPRISES,SKY WASHER SZ 802,"321,048.00",SKYZEN
362,09-04-2019,SI-SOV 7,ANDHRA,JYOTI ELECTRONICS,SKY WASHER SZ 802,"18,760.00",SKYZEN
363,09-04-2019,SI-SOV 8,ANDHRA,ROSHAN LIGHTS,SKY SEMI WM SD 68R,"15,700.00",SKYZEN
364,09-04-2019,SI-SOV 9,ANDHRA,MVV ENTERPRISES,SKY WATER DIS 21B FSR,"13,400.00",SKYZEN
365,09-04-2019,SI-STIPO 3,ANDHRA,SAI TEJA INDO PLAST HYD,SKY WASHER SZ 802,"360,000.00",SKYZEN
366,09-04-2019,SI-STIPO 3,ANDHRA,SAI TEJA INDO PLAST HYD,SKY MINI CUTE,"200,000.00",SKYZEN
367,09-04-2019,SI-STIPO 3,ANDHRA,SAI TEJA INDO PLAST HYD,SKY Smile Blower,"185,000.00",SKYZEN
368,09-04-2019,SI-STIPO 3,ANDHRA,SAI TEJA INDO PLAST HYD,Mini Cute Trolley,"15,040.00",SKYZEN
369,09-04-2019,SI-STIPO 3,ANDHRA,SAI TEJA INDO PLAST HYD,Smile Trolly,"18,000.00",SKYZEN
370,09-04-2019,SI-SZP 4,ANDHRA,E BAZAR PNR,SKY Smart Cool 18AL,"43,800.00",SKYZEN
371,09-04-2019,SI-V 2,ANDHRA,SRI VASTA ELECTRONICS,VOLTAS PURE F WATER DISPENSER,"7,000.00",VOLTAS
372,09-04-2019,SI-V 2,ANDHRA,SRI VASTA ELECTRONICS,VOLTAS PURE R WATER DISPENSER,"8,300.00",VOLTAS
373,09-04-2019,TG-SI-CRMV 10,GOLLAPUDI,TEJA MOBILE WORLD,TYPHOON AIR WHITE COOLER,"15,200.00",CVCRM
374,09-04-2019,TG-SI-CRMV 10,GOLLAPUDI,TEJA MOBILE WORLD,TAX FOR COOLERS,"1,840.00",CVCRM
375,09-04-2019,TG-SI-CRMV 10,GOLLAPUDI,TEJA MOBILE WORLD,TYPHOON AIR WHITE COOLER,"27,200.00",CVCRM
376,09-04-2019,TO-MFO-ONG 1,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),STORM BODY,"40,300.00",CVCRM
377,09-04-2019,TO-MFO-ONG 1,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),SKY DRAIN PLUG,100.00,SERVICE
378,09-04-2019,TP-SI-MFGP 15,PONNUR,Cash Account AKV,STORM AIR COOLER,"3,400.00",CVCRM
379,09-04-2019,TP-SI-MFGP 16,PONNUR,Cash Account AKV,FAN MOTOR,500.00,CVCRM
380,09-04-2019,TP-SI-MFGP 17,PONNUR,DASARADH,STORM AIR COOLER,"3,000.00",CVCRM
381,10-04-2019,CSI-CONG 8,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"1,400.00",CVCRM
382,10-04-2019,CSI-ONG 7,ANDHRA,CASH ACCOUNT NANO,SAFARI AIR COOLER,"3,500.00",CVCRM
383,10-04-2019,CSI-ONG 8,ANDHRA,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"2,360.00",CVCRM
384,10-04-2019,CSI-V 2,ANDHRA,Cash Account Dileep,SAFARI AIR COOLER,"9,600.00",CVCRM
385,10-04-2019,SI-CBO 18,ANDHRA,MH ENTERPRISES,AIRCOOLER,"109,740.00",CVCRM
386,10-04-2019,SI-CBO 19,ANDHRA,VIJAYALAKSHMI ELECTRONICS,AIRCOOLER,"24,000.00",CVCRM
387,10-04-2019,SI-CBO 20,ANDHRA,VENKAT CH,SAFARI AIR COOLER,"20,100.00",CVCRM
388,10-04-2019,SI-CBO 21,ANDHRA,SURYA AIR COOLERS & GENERAL STORES,AIRCOOLER,"66,000.00",CVCRM
389,10-04-2019,SI-CBO 22,ANDHRA,SRI VENKATA SIVA SAI FURNITURES,STORM AIR COOLER,"20,000.00",CVCRM
390,10-04-2019,SI-CBO 23,ANDHRA,MAHAVIR AGENCIES,AIRCOOLER,"207,090.00",CVCRM
391,10-04-2019,SI-CCBO 18,ONGOLE,MH ENTERPRISES,SAFARI AIR COOLER,"41,720.00",CVCRM
392,10-04-2019,SI-CCBO 18,ONGOLE,MH ENTERPRISES,STORM AIR COOLER,"40,310.00",CVCRM
393,10-04-2019,SI-CCBO 18,ONGOLE,MH ENTERPRISES,TYPHOON AIR COOLER,"9,000.00",CVCRM
394,10-04-2019,SI-CCBO 19,ONGOLE,VIJAYALAKSHMI ELECTRONICS,TYPHOON AIR COOLER,"15,600.00",CVCRM
395,10-04-2019,SI-CCBO 19,ONGOLE,VIJAYALAKSHMI ELECTRONICS,TAX FOR COOLERS,"3,660.00",CVCRM
396,10-04-2019,SI-CCBO 19,ONGOLE,VIJAYALAKSHMI ELECTRONICS,TYPHOON AIR COOLER,"39,600.00",CVCRM
397,10-04-2019,SI-CCBO 21,ONGOLE,SURYA AIR COOLERS & GENERAL STORES,TYPHOON AIR COOLER,"39,000.00",CVCRM
398,10-04-2019,SI-CCBO 21,ONGOLE,SURYA AIR COOLERS & GENERAL STORES,SNOW COOL AIR COOLER,"4,200.00",CVCRM
399,10-04-2019,SI-CCBO 21,ONGOLE,SURYA AIR COOLERS & GENERAL STORES,TAX FOR COOLERS,"10,065.00",CVCRM
400,10-04-2019,SI-CCBO 22,ONGOLE,SRI VENKATA SIVA SAI FURNITURES,STORM AIR COOLER,"10,000.00",CVCRM
401,10-04-2019,SI-CCBO 22,ONGOLE,SRI VENKATA SIVA SAI FURNITURES,STORM AIR COOLER,"30,000.00",CVCRM
402,10-04-2019,SI-CCBO 22,ONGOLE,SRI VENKATA SIVA SAI FURNITURES,TAX FOR COOLERS,"3,050.00",CVCRM
403,10-04-2019,SI-CCBO 23,ONGOLE,MAHAVIR AGENCIES,SKY Smart Cool 18AL,"20,000.00",SKYZEN
404,10-04-2019,SI-CCBO 23,ONGOLE,MAHAVIR AGENCIES,SKY Smart Cool 18ALH,"20,000.00",SKYZEN
405,10-04-2019,SI-CCBO 23,ONGOLE,MAHAVIR AGENCIES,SKY Smart Cool 18ALR-H,"20,000.00",SKYZEN
