SNo,Date,Voucher No,Receipt Mode,Branch,Party,Account,Net Amount,Division
752,25-05-2019,RP-HR 15,Cash,ANDHRA,SRI VIJAYA LAKSHMI ENTER PRISES,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
753,25-05-2019,TP-RP-VI 2,Cash,PONNUR,SAIRAM ENTERPRISES,Travelling Cash Vinaya,"50,000.00",CVCRM
754,27-05-2019,RBR-P 551,Cheques,ANDHRA,SRI HANUMAN ENTERPRISES,HDFC BANK OD 0425,"420,910.00",SKYZEN
755,27-05-2019,RBR-P 552,Cheques,ANDHRA,RAYALASEEMA AGENCIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
756,27-05-2019,RBR-P 553,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
757,27-05-2019,RBR-P 554,Cheques,ANDHRA,VIJAYALAKSHMI ELECTRONICS,HDFC BANK OD 0425,"24,000.00",CVCRM
758,27-05-2019,RBR-P 555,Cheques,ANDHRA,NATURE AIRCOOLERS,HDFC BANK OD 0425,"70,000.00",SKYZEN
759,27-05-2019,RBR-P 556,Cheques,ANDHRA,ASHA ENTERPRISES,HDFC BANK OD 0425,"19,997.05",SKYZEN
760,27-05-2019,RBR-P 557,Cheques,ANDHRA,SRI KRISHNA ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
761,27-05-2019,RBR-P 558,Cheques,ANDHRA,MALPANI ANTENNA ELECTRONICS (P)LTD,HDFC BANK OD 0425,"100,000.00",SKYZEN
762,27-05-2019,RBR-P 559,Cheques,TELANGANA,AMBIKA APPLIANCES PVT LTD,HDFC BANK OD 0425,"300,000.00",SKYZEN
763,27-05-2019,RBR-P 560,Cheques,ANDHRA,KRISHNAENTERPRISES,HDFC BANK OD 0425,"4,500.00",CVCRM
764,27-05-2019,RBR-P 561,Cheques,TELANGANA,NAGA SAI HOME APPLIANCE,HDFC BANK OD 0425,"16,450.00",SKYZEN
765,27-05-2019,RBR-P 562,Cheques,ANDHRA,THE RAJAMUNDRY INNOVATIONS,HDFC BANK OD 0425,"100,000.00",SKYZEN
766,27-05-2019,RBR-P 563,Cheques,ANDHRA,SRI SIRI VENNELA REFRIGIRATIONS&HOME NEEDS,HDFC BANK OD 0425,"100,000.00",SKYZEN
767,27-05-2019,RBR-P 564,Cheques,ANDHRA,SAI PRAKASH FURNITURES & HOME APPLIANCES,HDFC BANK OD 0425,"100,000.00",SKYZEN
768,27-05-2019,RBR-P 565,Cheques,ANDHRA,SONOVISION WATCH AND ELECTRONICS,HDFC BANK OD 0425,"60,000.00",SKYZEN
769,27-05-2019,RBR-P 566,Cheques,ANDHRA,GOPI KRISHNA ELE,HDFC BANK OD 0425,"200,000.00",SKYZEN
770,27-05-2019,RP-HR 16,Cash,ANDHRA,SRI VIGNESWARA HOME NEEDS AND GENERAL STORES,Travelling Cash Harnatha reddy,"10,000.00",KENSTAR
771,28-05-2019,RBR-P 567,Cheques,TELANGANA,MADHU AGENCIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
772,28-05-2019,RBR-P 568,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"143,000.00",SKYZEN
773,28-05-2019,RBR-P 569,Cheques,ANDHRA,ABHIRAM ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
774,28-05-2019,RBR-P 570,Cheques,TELANGANA,RISHI ENTERPRISES,HDFC BANK OD 0425,"111,460.00",SKYZEN
775,28-05-2019,RBR-P 571,Cheques,ANDHRA,RAMA DEVI ELE & HOME APPLIANCES,HDFC BANK OD 0425,"50,547.00",SKYZEN
776,28-05-2019,RBR-P 572,Cheques,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,HDFC BANK OD 0425,"48,000.00",CVCRM
777,28-05-2019,RBR-P 573,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
778,28-05-2019,RBR-P 574,Cheques,TELANGANA,RISHI ENTERPRISES,HDFC BANK OD 0425,"127,846.00",SKYZEN
779,28-05-2019,RBR-P 575,Cheques,ANDHRA,KUMAR ENTERPRISES,HDFC BANK OD 0425,"20,000.00",SKYZEN
780,28-05-2019,RBR-P 576,Cheques,ANDHRA,TEJA MOBILE WORLD,HDFC BANK OD 0425,"41,285.00",CVCRM
781,28-05-2019,RBR-P 577,Cheques,ANDHRA,SRI DHANALAKSHMI AGENCIES kovvuru,HDFC BANK OD 0425,"17,000.00",SKYZEN
782,28-05-2019,RBR-P 578,Cheques,ANDHRA,SRI SUMANA ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
783,28-05-2019,RBR-P 579,Cheques,ANDHRA,SRI SAI TV SHOW ROOM,HDFC BANK OD 0425,"50,000.00",SKYZEN
784,28-05-2019,RBR-P 580,Cheques,ANDHRA,SRI HARI DIGITAL SHOPPY,HDFC BANK OD 0425,"39,251.00",SKYZEN
785,28-05-2019,RBR-P 581,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"30,000.00",SKYZEN
786,28-05-2019,RBR-P 582,Cheques,ANDHRA,SAI SRINIVASA ELECTRONICS,HDFC BANK OD 0425,"105,200.00",SKYZEN
787,28-05-2019,RBR-P 583,Cheques,ANDHRA,KRISHNA GEETHA ENTERPRISES,HDFC BANK OD 0425,"11,000.00",SKYZEN
788,28-05-2019,RBR-P 584,Cheques,ANDHRA,SRI INNOVATIONS,HDFC BANK OD 0425,"61,160.00",SKYZEN
789,28-05-2019,RBR-P 585,Cheques,ANDHRA,RAGHU ELECTRONICS,HDFC BANK OD 0425,"20,000.00",KENSTAR
790,28-05-2019,RP-HR 17,Cash,ANDHRA,SRI VIGNESWARA HOME NEEDS AND GENERAL STORES,Travelling Cash Harnatha reddy,"15,000.00",KENSTAR
791,28-05-2019,RP-JP 31,Cash,ANDHRA,VEERA BHASKHARA ENTERPRISES,Travelling Cash Pavan,"3,300.00",SKYZEN
792,28-05-2019,RP-JP 32,Cash,ANDHRA,SATYA ENTERPRISES,Travelling Cash Pavan,"10,000.00",SKYZEN
793,28-05-2019,RP-JP 33,Cash,ANDHRA,SATYA ENTERPRISES,Travelling Cash Pavan,"10,000.00",SKYZEN
794,29-05-2019,RBR-P 586,Cheques,TELANGANA,BHARAT ELECTRONICS AND HOME APPLIANCES,HDFC BANK OD 0425,"100,000.00",SKYZEN
795,29-05-2019,RBR-P 587,Cheques,ANDHRA,RADHA ENTERPRISES,HDFC BANK OD 0425,"134,924.00",SKYZEN
796,29-05-2019,RBR-P 588,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
797,29-05-2019,RBR-P 589,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"100,000.00",SKYZEN
798,29-05-2019,RBR-P 590,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"400,000.00",SKYZEN
799,29-05-2019,RBR-P 591,Cheques,ANDHRA,STAR VISION TV SHOP,HDFC BANK OD 0425,"71,400.00",KENSTAR
800,29-05-2019,RBR-P 592,Cheques,ANDHRA,DREAM ENTERPRISES,HDFC BANK OD 0425,"42,990.00",SKYZEN
801,29-05-2019,RBR-P 593,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"50,671.00",SKYZEN
802,29-05-2019,RBR-P 594,Cheques,ANDHRA,REDDYS REFRIGERATION & ENTERPRISES,HDFC BANK OD 0425,"10,000.00",SKYZEN
803,29-05-2019,RBR-P 595,Cheques,ANDHRA,SRI SAI KRISHNA FURNITURE&HOME NEEDS,HDFC BANK OD 0425,"28,600.00",SKYZEN
804,29-05-2019,RBR-P 596,Cheques,ANDHRA,SONY ELECTRONICS,HDFC BANK OD 0425,"25,000.00",SKYZEN
805,29-05-2019,RBR-P 597,Cheques,TELANGANA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
806,29-05-2019,RBR-P 598,Cheques,TELANGANA,SRIDHAR AGENCIES,HDFC BANK OD 0425,"67,145.00",SKYZEN
807,29-05-2019,RBR-P 602,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
808,29-05-2019,RP-HR 18,Cash,ANDHRA,SRI VIGNESWARA HOME NEEDS AND GENERAL STORES,Travelling Cash Harnatha reddy,"12,020.00",KENSTAR
809,29-05-2019,RP-RK 31,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"6,380.00",SKYZEN
810,29-05-2019,TG-RP-V 100,Cash,GOLLAPUDI,VIJAYA MANIKANTA FURNITURES,Travelling Cash Ratnakumar,"30,000.00",SKYZEN
811,29-05-2019,TG-RP-V 101,Cash,GOLLAPUDI,VASU,Cash Account Dileep,"2,000.00",SKYZEN
812,29-05-2019,TG-RP-V 103,Cash,GOLLAPUDI,BALAJI ENTERPRISESS,Travelling Cash Raja,"95,000.00",SKYZEN
813,29-05-2019,TG-RP-V 90,Cash,GOLLAPUDI,BALAJI ENTERPRISESS,Travelling Cash Raja,"160,000.00",SKYZEN
814,29-05-2019,TG-RP-V 91,Cash,GOLLAPUDI,VIJAYALAKSHMI ELECTRONICS,Travelling Cash Raja,"70,860.00",SKYZEN
815,29-05-2019,TG-RP-V 92,Cash,GOLLAPUDI,SRI SAROJINI AGENCIES,Travelling Cash Raja,"10,000.00",SKYZEN
816,29-05-2019,TG-RP-V 93,Cash,GOLLAPUDI,MEENAKSHI ELECTRONICS,Travelling Cash Raja,"10,000.00",SKYZEN
817,29-05-2019,TG-RP-V 94,Cash,GOLLAPUDI,RAGHAVENDRA ELE GDV,Travelling Cash Raja,"10,000.00",SKYZEN
818,29-05-2019,TG-RP-V 95,Cash,GOLLAPUDI,VALI ENTERPRISES KANIGIRI,Travelling Cash Raja,"10,000.00",SKYZEN
819,29-05-2019,TG-RP-V 96,Cash,GOLLAPUDI,SRI ADHITYA ELECTRONICS,Travelling Cash Raja,"15,000.00",SKYZEN
820,29-05-2019,TG-RP-V 97,Cash,GOLLAPUDI,NIHARIKA DIGITAL&HOME NEEDS,Travelling Cash Raja,"20,000.00",SKYZEN
821,29-05-2019,TG-RP-V 98,Cash,GOLLAPUDI,RAMA ELECTRONICS,Travelling Cash Raja,"97,400.00",SKYZEN
822,29-05-2019,TG-RP-V 99,Cash,GOLLAPUDI,KRISHNAENTERPRISES,Travelling Cash Ratnakumar,"15,990.00",SKYZEN
823,30-05-2019,RBR-P 599,Cheques,ANDHRA,SAI BALAJI AGENCIES KAVALI,HDFC BANK OD 0425,"172,120.00",SKYZEN
824,30-05-2019,RBR-P 600,Cheques,ANDHRA,SRM ELECTRONICS NANDYAL,HDFC BANK OD 0425,"15,000.00",SKYZEN
825,30-05-2019,RBR-P 601,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"29,994.10",SKYZEN
826,30-05-2019,RBR-P 603,Cheques,ANDHRA,SRI SAI MARK ENTERPRISES,HDFC BANK OD 0425,"20,000.00",SKYZEN
827,30-05-2019,RBR-P 604,Cheques,ANDHRA,RS ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
828,30-05-2019,RBR-P 605,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"195,000.00",SKYZEN
829,30-05-2019,RBR-P 606,Cheques,TELANGANA,VIMAL HOME APPLIANCES,HDFC BANK OD 0425,"34,450.00",SKYZEN
830,30-05-2019,RBR-P 607,Cheques,TELANGANA,CHENNAI STEEL AND HOME APPLIANCIES,HDFC BANK OD 0425,"30,000.00",SKYZEN
831,30-05-2019,RBR-P 608,Cheques,ANDHRA,SRI SAROJINI AGENCIES,HDFC BANK OD 0425,"50,000.00",SKYZEN
832,30-05-2019,RBR-P 609,Cheques,ANDHRA,SRI DHANALAKSHMI AGENCIES,HDFC BANK OD 0425,"30,000.00",SKYZEN
833,30-05-2019,RBR-P 610,Cheques,ANDHRA,SRI VENKATESWARA HOMENEEDS,HDFC BANK OD 0425,"20,000.00",SKYZEN
834,30-05-2019,RBR-P 611,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"50,000.00",SKYZEN
835,30-05-2019,RBR-P 612,Cheques,ANDHRA,SAI PRAKASH FURNITURES & HOME APPLIANCES,HDFC BANK OD 0425,"100,000.00",SKYZEN
836,30-05-2019,TG-RP-V 102,Cash,GOLLAPUDI,SRI SURYA SONOVISION FURNITURE &ELECTRONICS,Travelling Cash Ratnakumar,"71,144.00",SKYZEN
837,31-05-2019,RBR-P 613,Cheques,TELANGANA,BHARAT ELECTRONICS AND HOME APPLIANCES,HDFC BANK OD 0425,"100,000.00",SKYZEN
838,31-05-2019,RBR-P 614,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
839,31-05-2019,RBR-P 615,Cheques,ANDHRA,SRI HANUMAN ENTERPRISES,HDFC BANK OD 0425,"400,000.00",SKYZEN
840,31-05-2019,RBR-P 616,Cheques,ANDHRA,ACN DIGITAL SHOPPE,HDFC BANK OD 0425,"200,000.00",SKYZEN
841,31-05-2019,RBR-P 617,Cheques,ANDHRA,SV DIGITAL,HDFC BANK OD 0425,"100,000.00",SKYZEN
842,31-05-2019,RBR-P 618,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"200,200.00",SKYZEN
843,31-05-2019,RBR-P 619,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"305,177.00",SKYZEN
844,31-05-2019,RBR-P 620,Cheques,ANDHRA,AMEER ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
845,31-05-2019,RBR-P 621,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"200,000.00",SKYZEN
846,31-05-2019,RBR-P 622,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"100,000.00",SKYZEN
847,31-05-2019,RBR-P 623,Cheques,ANDHRA,MADHU AGENCIES,HDFC BANK OD 0425,"100,000.00",SKYZEN
848,31-05-2019,RBR-P 624,Cheques,TELANGANA,LAXMI AUDIOS,HDFC BANK OD 0425,"200,000.00",SKYZEN
849,31-05-2019,RBR-P 625,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"140,000.00",SKYZEN
850,31-05-2019,RBR-P 626,Cheques,ANDHRA,KAVITHA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
851,31-05-2019,RBR-P 627,Cheques,ANDHRA,RS ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
852,31-05-2019,RBR-P 628,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"110,000.00",SKYZEN
853,31-05-2019,RBR-P 629,Cheques,ANDHRA,SURYA ELECTRONICS,HDFC BANK OD 0425,"1,000,000.00",SKYZEN
854,31-05-2019,RBR-P 630,Cheques,ANDHRA,MADHU AGENCIES,HDFC BANK OD 0425,"50,000.00",SKYZEN
855,31-05-2019,RBR-P 631,Cheques,ANDHRA,SRI V R ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
856,31-05-2019,RBR-P 632,Cheques,ANDHRA,SRI LAKSHMI AGENCIES,HDFC BANK OD 0425,"30,000.00",SKYZEN
857,31-05-2019,RBR-P 641,Cheques,ANDHRA,SRI SURYA SONOVISION FURNITURE &ELECTRONICS,HDFC BANK OD 0425,"18,000.00",SKYZEN
858,31-05-2019,RBR-P 642,Cheques,ANDHRA,SRI INNOVATIONS,HDFC BANK OD 0425,"58,650.00",SKYZEN
859,31-05-2019,TG-RP-V 104,Cash,GOLLAPUDI,TEJA MOBILE WORLD,Travelling Cash Nani,"280,780.00",SKYZEN
860,1/6/2019,RBR-P 633,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
861,1/6/2019,RBR-P 634,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"24,291.00",SKYZEN
862,1/6/2019,RBR-P 635,Cheques,ANDHRA,SRI SUMANA ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
863,1/6/2019,RBR-P 636,Cheques,ANDHRA,SRI VENKATESWARA HOME NEEDS,HDFC BANK OD 0425,"20,000.00",SKYZEN
864,1/6/2019,RBR-P 637,Cheques,ANDHRA,SADIQ COMMUNICATIONS,HDFC BANK OD 0425,"20,000.00",SKYZEN
865,1/6/2019,RBR-P 638,Cheques,ANDHRA,SRI SUMANA ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
866,1/6/2019,RBR-P 639,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"150,000.00",SKYZEN
867,1/6/2019,RBR-P 640,Cheques,ANDHRA,CHENNAI STEEL AND HOME APPLIANCIES,HDFC BANK OD 0425,"30,000.00",SKYZEN
868,1/6/2019,RP-HR 19,Cash,ANDHRA,SRI VIJAYA LAKSHMI ENTER PRISES,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
869,1/6/2019,RP-HR 20,Cash,ANDHRA,HARSHITHA HOME NEEDS,Travelling Cash Harnatha reddy,"5,000.00",SKYZEN
870,1/6/2019,TG-RP-HR 1,Cash,GOLLAPUDI,SRI DHANALAKSHMI AGENCIES kovvuru,Travelling Cash Harnatha reddy,"24,720.00",CVCRM
871,1/6/2019,TP-RP-VI 3,Cash,PONNUR,DREAM ENTERPRISES,Travelling Cash Vinaya,"24,000.00",SKYZEN
872,1/6/2019,TP-RP-VI 4,Cash,PONNUR,SAIRAM ENTERPRISES,Travelling Cash Vinaya,"30,000.00",SKYZEN
873,1/6/2019,TP-RP-VI 5,Cash,PONNUR,A P FURNITURE MALL,Travelling Cash Vinaya,"21,600.00",SKYZEN
874,3/6/2019,RBR-P 337,Cheques,ANDHRA,SRI SAI RAM ELECTRONICSS,HDFC BANK OD 0425,"55,851.00",SKYZEN
875,3/6/2019,RBR-P 643,Cheques,ANDHRA,JAYENE DIGITAL SHOPPY,HDFC BANK OD 0425,"13,400.00",SKYZEN
876,3/6/2019,RBR-P 644,Cheques,ANDHRA,SRI BHANU ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"50,000.00",SKYZEN
877,3/6/2019,RBR-P 656,Cheques,TELANGANA,SRI RANGA ELECTRONICS,HDFC BANK OD 0425,"39,810.00",SKYZEN
878,3/6/2019,TP-RP-JP 1,Cash,PONNUR,SRI SAI DURGA HOME NEEDS,Cash Account AKV,"20,000.00",SKYZEN
879,4/6/2019,RBR-P 645,Cheques,ANDHRA,RK DIGITAL SHOPPY,HDFC BANK OD 0425,"100,000.00",SKYZEN
880,4/6/2019,RBR-P 646,Cheques,ANDHRA,ABHIRAM ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
881,4/6/2019,RBR-P 647,Cheques,ANDHRA,MH ENTERPRISES,HDFC BANK OD 0425,"98,000.00",CVCRM
882,4/6/2019,RBR-P 648,Cheques,ANDHRA,SRI HANUMAN ENTERPRISES,HDFC BANK OD 0425,"33,271.00",SKYZEN
883,4/6/2019,RBR-P 649,Cheques,ANDHRA,MH ENTERPRISES,HDFC BANK OD 0425,"102,000.00",CVCRM
884,4/6/2019,RBR-P 650,Cheques,ANDHRA,SRI SAI TEJA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
885,4/6/2019,RBR-P 651,Cheques,TELANGANA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"42,570.00",SKYZEN
886,4/6/2019,RBR-P 652,Cheques,ANDHRA,SRI DHANALAKSHMI AGENCIES kovvuru,HDFC BANK OD 0425,"16,000.00",SKYZEN
887,4/6/2019,RBR-P 653,Cheques,ANDHRA,SRINIVASA TRADING CO,HDFC BANK OD 0425,"20,000.00",SKYZEN
888,4/6/2019,RBR-P 654,Cheques,ANDHRA,GOWTHAM ENTERPRISES,HDFC BANK OD 0425,"268,232.00",SKYZEN
889,4/6/2019,RBR-P 655,Cheques,ANDHRA,SREE BALAJI AGENCIES,HDFC BANK OD 0425,"160,000.00",SKYZEN
890,4/6/2019,TP-RP-VI 6,Cash,PONNUR,SRI LAKSHMI ELECTRICALS,Travelling Cash Vinaya,"40,000.00",SKYZEN
891,6/6/2019,RBR-P 657,Cheques,ANDHRA,KALYANA CHAKRAVARTHI,HDFC BANK OD 0425,"30,000.00",SKYZEN
892,6/6/2019,RBR-P 658,Cheques,TELANGANA,RAYALASEEMA AGENCIES,HDFC BANK OD 0425,"155,800.00",SKYZEN
893,6/6/2019,RBR-P 659,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
894,6/6/2019,RBR-P 660,Cheques,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"500,000.00",SKYZEN
895,6/6/2019,RBR-P 661,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
896,6/6/2019,RBR-P 662,Cheques,TELANGANA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"77,880.00",CVCRM
897,6/6/2019,RBR-P 663,Cheques,ANDHRA,SRI MANIKANTA HOME NEEDS,HDFC BANK OD 0425,"20,000.00",SKYZEN
898,7/6/2019,RBR-P 664,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
899,7/6/2019,RBR-P 665,Cheques,ANDHRA,SADIQ COMMUNICATIONS,HDFC BANK OD 0425,"50,000.00",SKYZEN
900,7/6/2019,RBR-P 666,Cheques,ANDHRA,SRI MANIKANTA HOME NEEDS,HDFC BANK OD 0425,"20,000.00",SKYZEN
901,7/6/2019,RBR-P 667,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"50,000.00",SKYZEN
902,7/6/2019,RBR-P 668,Cheques,ANDHRA,NARAYANA EMPORIUM,HDFC BANK OD 0425,"119,000.00",SKYZEN
903,7/6/2019,RBR-P 669,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
904,7/6/2019,RBR-P 670,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"63,400.00",SKYZEN
905,7/6/2019,RBR-P 671,Cheques,ANDHRA,INNOVATION,HDFC BANK OD 0425,"50,000.00",SKYZEN
906,8/6/2019,RBR-P 672,Cheques,ANDHRA,VEERA BHASKHARA ENTERPRISES,HDFC BANK OD 0425,"7,000.00",SKYZEN
907,9/6/2019,RP-JP 34,Cash,ANDHRA,BUJJI ELECTRONICS,Travelling Cash Pavan,"10,000.00",SKYZEN
908,9/6/2019,RP-JP 35,Cash,ANDHRA,SURYA TEJA SHOPPING MALL,Travelling Cash Pavan,"10,000.00",SKYZEN
909,10/6/2019,RBR-P 673,Cheques,ANDHRA,SREE BALAJI AGENCIES,HDFC BANK OD 0425,"370,320.00",SKYZEN
910,10/6/2019,RBR-P 674,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"49,768.00",CVCRM
911,10/6/2019,RBR-P 675,Cheques,ANDHRA,VENKATESWARA TV AND RADIO ENTERPRISES,HDFC BANK OD 0425,"114,746.00",SKYZEN
912,10/6/2019,RBR-P 676,Cheques,ANDHRA,INNOVATIONS SHOPPING MALL,HDFC BANK OD 0425,"50,000.00",KENSTAR
913,10/6/2019,RBR-P 677,Cheques,ANDHRA,CITY LIGHT HOUSE,HDFC BANK OD 0425,"17,800.00",SKYZEN
914,10/6/2019,RBR-P 678,Cheques,ANDHRA,VIJAYA SAI TV & FURNITURE SHOWROOM,HDFC BANK OD 0425,"14,150.00",SKYZEN
915,10/6/2019,RBR-P 679,Cheques,ANDHRA,RAGHU ELECTRONICS,HDFC BANK OD 0425,"10,000.00",SKYZEN
916,10/6/2019,RBR-P 680,Cheques,ANDHRA,NAVODAYA ELECTRICALS,HDFC BANK OD 0425,"20,000.00",SKYZEN
917,10/6/2019,RBR-P 681,Cheques,ANDHRA,SONOVISION WATCH AND ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
918,10/6/2019,RBR-P 682,Cheques,ANDHRA,SRIKANTHS DIGI SHOPPE,HDFC BANK OD 0425,"25,000.00",SKYZEN
919,10/6/2019,RBR-P 683,Cheques,ANDHRA,SURYA ELECTRONICS JANGAREDDYGUDEM,HDFC BANK OD 0425,"50,000.00",SKYZEN
920,10/6/2019,RBR-P 684,Cheques,ANDHRA,RADHA KRISHNA ELECTRONICS,HDFC BANK OD 0425,"35,000.00",SKYZEN
921,10/6/2019,RBR-P 685,Cheques,ANDHRA,SRI MANIKANTA HOME NEEDS,HDFC BANK OD 0425,"19,000.00",SKYZEN
922,11/6/2019,RBR-P 686,Cheques,ANDHRA,SRM ELECTRONICS NANDYAL,HDFC BANK OD 0425,"26,000.00",SKYZEN
923,11/6/2019,RBR-P 687,Cheques,ANDHRA,VIJAYALAKSHMI ELECTRONICS,HDFC BANK OD 0425,"24,000.00",SKYZEN
924,11/6/2019,RBR-P 688,Cheques,ANDHRA,SAI RAM ENTER PRISES,HDFC BANK OD 0425,"20,000.00",SKYZEN
925,11/6/2019,RBR-P 689,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
926,11/6/2019,RBR-P 690,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"104,000.00",SKYZEN
927,11/6/2019,RBR-P 691,Cheques,ANDHRA,BALAJI ENTERPRISESS,HDFC BANK OD 0425,"50,000.00",CVCRM
928,11/6/2019,TG-RP-V 105,Cash,GOLLAPUDI,SRI SAI DURGA HOME NEEDS,Travelling Cash Pavan,"8,000.00",SKYZEN
929,12/6/2019,RBR-P 692,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"47,380.00",SKYZEN
930,12/6/2019,RBR-P 693,Cheques,ANDHRA,HARI PRIYA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
931,12/6/2019,RBR-P 694,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
932,12/6/2019,RBR-P 695,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
933,12/6/2019,RBR-P 696,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
934,12/6/2019,RBR-P 697,Cheques,TELANGANA,MANJUNATHA MARKETING,HDFC BANK OD 0425,"26,725.00",SKYZEN
935,12/6/2019,RBR-P 698,Cheques,ANDHRA,VASAVI AGENCIES DHARMAVARAM,HDFC BANK OD 0425,"20,000.00",SKYZEN
936,12/6/2019,RBR-P 699,Cheques,ANDHRA,GOPI KRISHNA ELE,HDFC BANK OD 0425,"200,000.00",SKYZEN
937,13-06-2019,RBR-P 700,Cheques,ANDHRA,GAYATHRI HOME APPLIENCESS,HDFC BANK OD 0425,"4,825.00",SKYZEN
938,13-06-2019,RBR-P 701,Cheques,ANDHRA,GAYATHRI HOME APPLIENCESS,HDFC BANK OD 0425,"126,000.00",SKYZEN
