SNo,Master,Short,Stock Management Unit,AlternateSMU,Status,Node,Master Group,Master Node1,Category1,Category2,Category3,Cost1,Cost2,Cost3
698,VIBRANT INTEL FACE,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
699,WASHER VALVE ROD,,Nos,,Active,SKY RAW MATERIALS,Products,All Products,SERVICING SPARES,SKY RAW MATERIALS,,210,210,210
700,2DXBAS026621RE01 & BASE B2 8.5 KG SHINEY RED 6621,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
701,2DXDVA043WAY0001 & DRAIN VALVE 3 WAY T4/T5,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
702,2DXDVL04NATU0001 & DRAIN VALVE LID T4/T5,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
703,2DXINNERCOVER001 & INNER COVER SPIN TUB COMMON,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
704,2DXMAGTA1344WH01 & MAGIC FILTER T1/T2/T6 WHITE 1344,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
705,2DXMIDDLPANATF01 & MID COVER DL 7 KG T/F,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
706,2DXPCATACAP2MR01 & PULSATOR CAP 2-T1T2 MAROON,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
707,2DXPULTA1344WH01 & PULSATOR JUMBO T1/T2/T3/T6 WHITE,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
708,2DXSBA00NATURL01 & CLASP CIRCLE T0/T4/T5,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
709,2DXSBADL00000001 & CLASP CIRCLE DL/T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
710,2DXSTBDL11041W01 & SPIN TUB T2DL (7.5 KG+8.5 KG) WHITE,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,210,210,210
711,2DXTUB051344WH01 TUB T5 WHITE 1344,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
712,300BOW02SEALBW01 & SEAL BELLOW T0/T4/T5 IDEAL,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
713,300BOW03SAMS0001 & DRAIN VALVE BELLOW T1T2C,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
714,300BOW05SEALBW01I & BELLOWS T1T2C,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
715,300CHD20WADRSW01I & DRAIN & WASH SELECTOR DL/T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
716,300ELC1665KG0001 & CAPACITOR T0C (10+4UF),,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
717,300POC0275KG0001 & MAINS CORD DLC,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
718,"300RBR1908030001 & ONE WAY VALVE BLOCK DL,T1,T2,T4,T5 LOCAL",,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
719,300SPG0775KG0001 & DRAIN VALVE SPRING T1T2C,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
720,300SPG10DOORT101 & SPIN LID SPRING T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
721,300VBT00702A0001 & V BELT T0/T4/T5,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
722,300VBTDL08030001I & V BELT DL/T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
723,3DGTMRDL05MN0001I&SPIN TIMER 5MIN DONGHAI DLT1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
724,3GEGAR0065KG0001I & GEAR BOX GAITE T0/T4/T5,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
725,3HUMTRDL070W0001I & MOTOR SPIN AL -70 WATT 7.5KG ( HUZHOU),,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
726,3HUMTRDL180W0001I & MOTOR WASH AL -180 WATT 7.5KG (HUZHOU),,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
727,3XAGARDL01.50001I & GEAR BOX XINGDA 1:5 DL/T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
728,5 MIN SPN TIMERS,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
729,68KG WM WASH TIMER,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
730,CAPACITOR- 0.12MFD,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
731,DRAIN SET,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
732,HOSE FOR ADAPTOR,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
733,MAIN MOTOR (CD-066H),,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
734,S,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
735,SKY 2DXBALDL11041W01&BALANCER DL/T1/T2/T3/T6 WHITE 11041,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
736,SKY 2DXCTBT1WHITE001&CONTROL TABLE T1/T2/T3/T6 WHITE 1344,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
737,SKY 2DXDVC01CORE0001 &DRAIN VALVE CORE T1/T2/T3/T4/T5/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,250,250,250
738,SKY 2DXDVL010LID0001 &DRAIN VALVE CAP T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
739,SKY 2DXFLA021344WH01&PLASTIC FILTER WITH W.L.ADJ.T2 WHITE,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
740,SKY 2DXLID0065543R01 &SPIN LID PANA) T0 6.5KG MAROON RED,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
741,SKY 2DXMAGTAFRONWH01 &MAGIC FILTER FRONT T1T2 WHITE,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
742,SKY 2DXMID0100000001 &MID COVER T1 7.5KG NATURAL SRM100NC,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
743,SKY 2DXMSCTA00000001&MICRO SWITCH COVER T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
744,SKY 2DXPFATAWHITE001&PLASTIC FILTER T1/T3/T6 WHITE,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
745,SKY 2DXPUL001344WH01 &PULSATOR T0 6.5 KG WHITE 1344,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
746,SKY 2DXPWVDLWIND0001 &PLASTIC WIND VANE DL 7.5KG,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
747,SKY 2DXRCO01 WHITE001 &REAR COVER T1/T2/T3/T6 WHITE 1344,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
748,SKY 2DXSBADL00000001 &CLASP CIRCLE DL/T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
749,SKY 2DXTUB021344WH01 &TUB T2 8.5KG WHITE 1344,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
750,SKY 2DXWCA0100000001 & WATER CHANNEL T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
751,SKY 300BBT01702A0001I &BRAKE ROD T0/T4/T5,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
752,SKY 300BRA0165KG001I &BREAK ASSEMBLY T0/T1/T4/T5,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
753,SKY 300BRD0165KGSS01&BREAK ROD ASSY SS T0/T4/T5,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
754,SKY 300BRD0275KGSS01 &BREAK ROD ASSY SS DL/T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
755,SKY 300BZR01702A0001&BUZZER T0/T1T2/T3/T4/T5/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
756,SKY 300CHD20WADRSW01I&DRAIN&WASH SELECTOR DL/T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
757,SKY 300CHD22SFTYSW01I&MICRO SWITCH DL/T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
758,SKY 300DBT01702A0001I&DRAIN ROD T0,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
759,SKY 300ELC1812+5001 &CAPACITOR 7.5KG(12+5),,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
760,SKY 300JSH01COMMON01 JOINT SHAFT ASSEMBLY COMMON,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
761,SKY 300PGT00GASKET01 PULSATOR GASKET T0/T4/T5,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
762,SKY 300RBR03VALVE001 &ONE WAY VALVE BLOCK T0/T4/T5,SKY 3GEGAR0065KG0001I & GEAR BOX GAITE T0/T4/T5,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
763,SKY 300SPG08T1B12201 &SPRING LEG T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
764,SKY 300SPG10DOORT101&SPIN LID SPRING T1/T2/T3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
765,SKY 300SWTST65KG0001I &SELECTOR SWITCH WASH-DRAIN T0/T4/T5,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
766,SKY 3DGTMRDL35MNEM01I&WASH TIMER 35 DS DONGH 3P DL/T1/T2/TT3/T6,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
767,SKY 3DGTMRDLPANA1001I&TIMER SPIN-10MIN DL PANA,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
768,SKY 3ENTMR0005MN0001I &TIMER SPIN 5 MIN (EASTDRAGON)T0,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,300,300,300
769,SKY 3ENTMR0035MN001I &TIMER WASH WITH SOAK 35 MIN EASTDRAGON,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
770,SKY 3HUMTR00045W0001I &MOTOR SPIN 6.5KG-45W(HUZHOU),,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
771,SKY 3HUMTR00135W0001I &MOTOR WASH 6.5KG-135W(HUZHOU),,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
772,SKY 3ITCHD00BRAKPE01 &BREAK FIX PLATE INTEX T0/T4/T75,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
773,SKY COCK PACKING,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
774,SKY COCK ROD HOOK BOTTOM,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
775,SKY COCK ROD HOOK TOP,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
776,SKY COCK ROD LENGTH,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
777,SKY DRAIN HOSE ADOPTER,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
778,SKY DRAIN LEVER,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
779,SKY FEED HOSE,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
780,SKY Gear Box,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
781,SKY OVER FLOW DV,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
782,SKY Pulsator Screw 673 With Washer 651,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
783,SKY SPIN INNVER COVER,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
784,SKY SPIN TIMER 15 MIN,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
785,SKY SPIN TIMER 5 MIN,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
786,SKY V BELT FOR SD68,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
787,SKY V BELT FOR SD72,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
788,SKY V BELT FOR SD75,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
789,SKY V BELT FOR SD81,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,450,450,450
790,SKY V BELT FOR SD90,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
791,SKY V BELT FOR WASHER,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
792,SKY VOLVE ROD,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
793,SKY VOLVE ROD RUBBER,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
794,SKY Washer Corrugated Box,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
795,SKY WASHER GEAR BOX,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
796,SKY WASHER GEAR BOX WITH PULLEY,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
797,SKY WASHER KNOB-A,KNOB,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
798,SKY WASHER PULLEY MOTOR FAN,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
799,SKY WASHER TIMER 15 MIN,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
800,SKY WASHER TIMER -35 MIN,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
801,SKY WASHER TIMER 35 MIN DONGHAI,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
802,SKY WASHER TIMER 35 MIN EAST DRAGON,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
803,SKY WASHER WASH MOTOR 135W,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,550,550,550
804,SPIN COCK ROAD (BREAK ROD),,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,80,80,80
805,WASH COCK ROD (DRAIN ROAD),,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,80,80,80
806,WASHER BACK COVER,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,80,80,80
807,WASHER PULSATOR 8 KG,8,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,80,80,80
808,WASHER PULSATOR 9 KG,,Nos,,Active,SKY W/M SPARES,Products,All Products,SERVICING SPARES,SKY W/M SPARES,,80,80,80
809,WASHER PULSATOR 9KG,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,80,80,80
810,WATER FLOW CHANNEL,,Nos,,Active,SKY W/M SPARES,SERVICE SPARES,All Products,SERVICING SPARES,SKY W/M SPARES,,80,80,80
811,SKY SEMI WM SD 68R,SD 68R,Nos,,Active,SKY WASHING MACHANES,Products,All Products,SKYZEN PRODUCTS,SKY WASHING MACHANES,,80,80,80
812,SKY SEMI WM SD 72R,SD 72R,Nos,,Active,SKY WASHING MACHANES,Products,All Products,SKYZEN PRODUCTS,SKY WASHING MACHANES,,80,80,80
813,SKY SEMI WM SD 72R BUCKET,SD 72R BUK,Nos,,Active,SKY WASHING MACHANES,Products,All Products,SKYZEN PRODUCTS,SKY WASHING MACHANES,,80,80,80
814,SKY SEMI WM SD 75P,SD 75P,Nos,,Active,SKY WASHING MACHANES,Products,All Products,SKYZEN PRODUCTS,SKY WASHING MACHANES,,80,80,80
815,SKY SEMI WM SD 81R,SD 81R,Nos,,Active,SKY WASHING MACHANES,Products,All Products,SKYZEN PRODUCTS,SKY WASHING MACHANES,,80,80,80
816,SKY SEMI WM SD 81R New Facia,SD 81R N Facia,Nos,,Active,SKY WASHING MACHANES,Products,All Products,SKYZEN PRODUCTS,SKY WASHING MACHANES,,80,80,80
817,SKY SEMI WM SD 90R,SD 90R,Nos,,Active,SKY WASHING MACHANES,Products,All Products,SKYZEN PRODUCTS,SKY WASHING MACHANES,,80,80,80
818,SKY WATER DIS 21B FS,21B FS,Nos,,Active,SKY WATER DISPENCERS,Products,All Products,SKYZEN PRODUCTS,SKY WATER DISPENCERS,,80,80,80
819,SKY WATER DIS 21B FSC,21B FSC,Nos,,Active,SKY WATER DISPENCERS,Products,All Products,SKYZEN PRODUCTS,SKY WATER DISPENCERS,,80,80,80
820,SKY WATER DIS 21B FSR,21B FSR,Nos,,Active,SKY WATER DISPENCERS,Products,All Products,SKYZEN PRODUCTS,SKY WATER DISPENCERS,,80,80,80
821,12K 3 STAR SPLIT FIXED APEED,,Nos,,Active,SKYZEN  AC,Products,All Products,SKYZEN PRODUCTS,SKYZEN  AC,,80,80,80
822,18K 3 STAR SPLIT FIXED SPEED,,Nos,,Active,SKYZEN  AC,Products,All Products,SKYZEN PRODUCTS,SKYZEN  AC,,80,80,80
823,18K 3STAR SPLIT INVERTER,,Nos,,Active,SKYZEN  AC,Products,All Products,SKYZEN PRODUCTS,SKYZEN  AC,,80,80,80
824,SKY WASHER SZ 705,SZ 705,Nos,,Active,SKYZEN WASHERS,Products,All Products,SKYZEN PRODUCTS,SKYZEN WASHERS,,90,90,90
825,SKY WASHER SZ 801,SZ 801,Nos,,Active,SKYZEN WASHERS,Products,All Products,SKYZEN PRODUCTS,SKYZEN WASHERS,,90,90,90
826,SKY WASHER SZ 802,SZ 802,Nos,,Active,SKYZEN WASHERS,Products,All Products,SKYZEN PRODUCTS,SKYZEN WASHERS,,90,90,90
827,SKY WASHER SZ 900,SZ 900,Nos,,Active,SKYZEN WASHERS,Products,All Products,SKYZEN PRODUCTS,SKYZEN WASHERS,,90,90,90
828,STARWYN LED 24,,Nos,,Active,STARWYN LED,Products,All Products,STARWYN PRODUCTS,STARWYN LED,,90,90,90
829,STARWYN LED 32,,Nos,,Active,STARWYN LED,Products,All Products,STARWYN PRODUCTS,STARWYN LED,,90,90,90
830,SYM DIAMOND 41DB WITH TROLLEY,DIA 41DB,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
831,SYM DIAMOND 41i WITH TROLLEY,DIA 41i,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
832,SYM DIAMOND 61DB WITH TROLLEY,DIA 61DB,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
833,SYM DIAMOND 61i WITH TROLLEY,DIA 61i,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
834,SYM JUMBO 65+ WITH TROLLEY,,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
835,SYM JUMBO 65DB WITH TROLLEY,,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
836,SYM TOUCH 110 - i pure,ACODE218,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
837,SYM TOUCH 20,ACODE309,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
838,SYM TOUCH 35 - i pure,ACODE310,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
839,SYM TOUCH 55,ACODE216,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
840,SYM TOUCH 80- i pure,ACODE217,Nos,,Active,SYMPHONY COOLERS,Products,All Products,SYMPHONY PRODUCTS,SYMPHONY COOLERS,,90,90,90
841,Air Cooler Wheel Mould with Accessories,,Nos,,Active,TAIZHOU PRODUCTS,Products,All Products,IMPORTED PRODUCTS,TAIZHOU PRODUCTS,,120,120,120
842,Back Jali - 1,,Nos,,Active,TAIZHOU PRODUCTS,Products,All Products,IMPORTED PRODUCTS,TAIZHOU PRODUCTS,,120,120,120
843,Back Jali - 2,,Nos,,Active,TAIZHOU PRODUCTS,Products,All Products,IMPORTED PRODUCTS,TAIZHOU PRODUCTS,,120,120,120
844,MOULD ACCESSORIES,,Nos,,Active,TAIZHOU PRODUCTS,Products,All Products,IMPORTED PRODUCTS,TAIZHOU PRODUCTS,,120,120,120
845,Pipe Mould,,Nos,,Active,TAIZHOU PRODUCTS,Products,All Products,IMPORTED PRODUCTS,TAIZHOU PRODUCTS,,120,120,120
846,Side Jali - 1,,Nos,,Active,TAIZHOU PRODUCTS,Products,All Products,IMPORTED PRODUCTS,TAIZHOU PRODUCTS,,120,120,120
847,Side Jali - 2,,Nos,,Active,TAIZHOU PRODUCTS,Products,All Products,IMPORTED PRODUCTS,TAIZHOU PRODUCTS,,120,120,120
848,Washing Machine knob mould,,Nos,,Active,TAIZHOU PRODUCTS,Products,All Products,IMPORTED PRODUCTS,TAIZHOU PRODUCTS,,120,120,120
849,VOLTAS PERAL R WATER DIS,PERAL R,Nos,,Active,VOLTAS COOLERS,Products,All Products,VOLTAS PRODUCTS,VOLTAS COOLERS,,120,120,120
850,VOLTAS PURE F WATER DISPENSER,,Nos,,Active,VOLTAS COOLERS,Products,All Products,VOLTAS PRODUCTS,VOLTAS COOLERS,,120,120,120
851,VOLTAS PURE FB WATER DIS,PURE FB,Nos,,Active,VOLTAS COOLERS,Products,All Products,VOLTAS PRODUCTS,VOLTAS COOLERS,,120,120,120
852,VOLTAS PURE R WATER DISPENSER,,Nos,,Active,VOLTAS COOLERS,Products,All Products,VOLTAS PRODUCTS,VOLTAS COOLERS,,120,120,120
853,VOLTAS VA W 50 MW WINDOW,50 MW WINDOW,Nos,,Active,VOLTAS COOLERS,Products,All Products,VOLTAS PRODUCTS,VOLTAS COOLERS,,120,120,120
