SNo,Date,Voucher No,Branch,Party,Purchase Account,Product,Net Amount,Division
713,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FEATURE CARD,21.00,SKYZEN
714,13-05-2019,PV-ONG 182,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.14,SKYZEN
715,13-05-2019,PV-ONG 183,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"103,615.80",SKYZEN
716,13-05-2019,PV-ONG 183,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"12,425.40",SKYZEN
717,13-05-2019,PV-ONG 183,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
718,13-05-2019,PV-ONG 184,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"3,776.00",CVCRM
719,13-05-2019,PV-ONG 184,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
720,13-05-2019,PV-ONG 184,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"3,643.84",SKYZEN
721,13-05-2019,PV-ONG 184,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Mini Cute Trolley,192.34,SKYZEN
722,13-05-2019,PV-ONG 184,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.44,SKYZEN
723,13-05-2019,PV-ONG 185,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"46,055.40",SKYZEN
724,13-05-2019,PV-ONG 185,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"221,047.04",SKYZEN
725,13-05-2019,PV-ONG 185,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"26,507.52",SKYZEN
726,13-05-2019,PV-ONG 185,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.04,SKYZEN
727,13-05-2019,PV-ONG 186,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"41,446.32",SKYZEN
728,13-05-2019,PV-ONG 186,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"4,970.16",SKYZEN
729,13-05-2019,PV-ONG 186,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.48,SKYZEN
730,13-05-2019,PV-ONG 187,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,445.50",CVCRM
731,13-05-2019,PV-ONG 187,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"1,888.00",CVCRM
732,13-05-2019,PV-ONG 187,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
733,13-05-2019,PV-ONG 188,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"45,312.00",CVCRM
734,13-05-2019,PV-ONG 189,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"46,055.40",SKYZEN
735,13-05-2019,PV-ONG 189,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"88,715.94",SKYZEN
736,13-05-2019,PV-ONG 189,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"18,219.20",SKYZEN
737,13-05-2019,PV-ONG 189,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.46,SKYZEN
738,13-05-2019,PV-ONG 190,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"18,880.00",CVCRM
739,13-05-2019,PV-ONG 191,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.00",SKYZEN
740,13-05-2019,PV-ONG 192,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"37,760.00",CVCRM
741,13-05-2019,PV-ONG 192,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"20,723.16",SKYZEN
742,13-05-2019,PV-ONG 192,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"2,485.08",SKYZEN
743,13-05-2019,PV-ONG 192,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.24,SKYZEN
744,13-05-2019,PV-V 33,ANDHRA,KEN LIFESTYLES PVT LTD AP,Purchase of 18% Items,KEN ICE COOL,"72,000.00",KENSTAR
745,13-05-2019,PV-V 34,ANDHRA,KEN LIFESTYLES PVT LTD AP,Purchase of 18% Items,KEN TURBOCOOL DX,"140,000.00",KENSTAR
746,13-05-2019,PV-V 35,ANDHRA,KEN LIFESTYLES PVT LTD AP,Purchase of 18% Items,KEN DOUBLE COOL,"83,200.00",KENSTAR
747,14-05-2019,PV-ONG 193,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER HONEY COMB,"160,480.00",CVCRM
748,14-05-2019,PV-ONG 194,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"14,455.00",CVCRM
749,14-05-2019,PV-ONG 195,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,"1,034.88",CVCRM
750,14-05-2019,PV-ONG 195,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.12,SKYZEN
751,14-05-2019,PV-ONG 196,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 039H SMART/THUNDER/VIBRANT,"2,841.44",SERVICE
752,14-05-2019,PV-ONG 196,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWING MOTOR,236.00,CVCRM
753,14-05-2019,PV-ONG 196,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,613.60,SERVICE
754,14-05-2019,PV-ONG 196,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,"10,801.72",SERVICE
755,14-05-2019,PV-ONG 196,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.24,SKYZEN
756,15-05-2019,PV-ONG 197,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"345,386.00",SKYZEN
757,15-05-2019,PV-ONG 197,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"41,418.00",SKYZEN
758,15-05-2019,PV-ONG 198,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"37,583.00",CVCRM
759,15-05-2019,PV-ONG 199,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"20,237.00",CVCRM
760,15-05-2019,PV-ONG 200,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"37,583.00",CVCRM
761,15-05-2019,PV-ONG 201,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"60,711.00",CVCRM
762,15-05-2019,PV-ONG 202,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"62,156.50",CVCRM
763,15-05-2019,PV-ONG 202,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"37,760.00",CVCRM
764,15-05-2019,PV-ONG 202,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER HONEY COMB,"14,042.00",CVCRM
765,15-05-2019,PV-ONG 202,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
766,15-05-2019,PV-ONG 253,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN BLADE,"1,150.50",SKYZEN
767,15-05-2019,PV-ONG 253,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 039H SMART/THUNDER/VIBRANT,"1,420.72",SERVICE
768,15-05-2019,PV-ONG 253,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWING MOTOR,472.00,CVCRM
769,15-05-2019,PV-ONG 253,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,33.04,SERVICE
770,15-05-2019,PV-ONG 253,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.26,SKYZEN
771,15-05-2019,PV-ONG 254,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,SARA PUMP MOTOR,600.32,SERVICE
772,15-05-2019,PV-ONG 254,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,73.92,CVCRM
773,15-05-2019,PV-ONG 254,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.24,SKYZEN
774,15-05-2019,PV-ONG 255,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,HIPPO MMS,258.42,SERVICE
775,15-05-2019,PV-ONG 255,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.42,SKYZEN
776,15-05-2019,PV-V 36,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN MOTOR,"17,947.80",SERVICE
777,15-05-2019,PV-V 36,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN BLADE,"2,265.60",SKYZEN
778,15-05-2019,PV-V 36,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"58,715.62",SKYZEN
779,15-05-2019,PV-V 36,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"86,730.00",CVCRM
780,15-05-2019,PV-V 36,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.02,SKYZEN
781,16-05-2019,PV-H 15,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY MINI CUTE,"48,000.00",SKYZEN
782,16-05-2019,PV-H 15,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,Mini Cute Trolley,"3,600.00",SKYZEN
783,16-05-2019,PV-H 15,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Thunder Cool 18AL,"96,600.00",SKYZEN
784,16-05-2019,PV-H 15,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY Smart Cool 18ALH,"105,000.00",SKYZEN
785,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN BLADE,"7,670.00",SKYZEN
786,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER PLASTIC BODYS,"24,809.50",CVCRM
787,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER PLASTIC BODYS,"71,596.50",CVCRM
788,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 031H SUPER,"135,596.16",SERVICE
789,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BOLTS & NUTS,191.90,SKYZEN
790,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BOLTS & NUTS,868.60,SKYZEN
791,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,WHEELS SKYZEN,"14,438.48",SERVICE
792,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CABLE TIE 100 MM,400.00,SKYZEN
793,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH SGI 3 POLE,"1,417.00",SERVICE
794,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH SGI 4 POLE,"1,298.00",SERVICE
795,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,"19,824.00",SERVICE
796,16-05-2019,PV-P 16,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.14,SKYZEN
797,16-05-2019,PV-P 17,ANDHRA,NINGBO CIXI IMPORT AND EXPORT HOLDINGS CO LTD,Purchase of 18% Items,TROLLY SUITCASE,"625,408.32",SKYZEN
798,16-05-2019,PV-P 17,ANDHRA,NINGBO CIXI IMPORT AND EXPORT HOLDINGS CO LTD,,,-0.32,SKYZEN
799,16-05-2019,PV-P 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,"17,740.80",CVCRM
800,16-05-2019,PV-P 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,WOOD WOOL GENERAL,"5,600.00",SERVICE
801,16-05-2019,PV-P 18,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
802,16-05-2019,PV-V 37,ANDHRA,LORVENS PACKAGE INDUSTRIES,Purchase of 12% Items,CORRUGATED BOXES,"1,612.80",SKYZEN
803,16-05-2019,PV-V 37,ANDHRA,LORVENS PACKAGE INDUSTRIES,,,0.20,SKYZEN
804,17-05-2019,PV-ONG 138,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"49,701.60",SKYZEN
805,17-05-2019,PV-ONG 138,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
806,17-05-2019,PV-SRNG 6,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,Purchase of 18% Items,STARWYN LED 32,"12,500.00",STARWYN
807,18-05-2019,PVAO-ONG 1,ANDHRA,VARDHMAN DIES & MOULD TOOLS,Purchase of 18% Items,PARTING LOCK 13MM,927.60,SKYZEN
808,18-05-2019,PVAO-ONG 1,ANDHRA,VARDHMAN DIES & MOULD TOOLS,Purchase of 18% Items,PARTING LOCK 16MM,"1,069.08",SKYZEN
809,18-05-2019,PVAO-ONG 1,ANDHRA,VARDHMAN DIES & MOULD TOOLS,Purchase of 18% Items,PARTING LOCK 20MM,"1,423.80",SKYZEN
810,18-05-2019,PVAO-ONG 1,ANDHRA,VARDHMAN DIES & MOULD TOOLS,,,-0.48,SKYZEN
811,18-05-2019,PV-ONG 125,ANDHRA,MAXTRONIC AUTOMATION,Purchase of 18% Items,REMOTE PCB USB,"35,400.00",SKYZEN
812,18-05-2019,PV-ONG 154,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"31,801.00",CVCRM
813,18-05-2019,PV-ONG 166,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"276,308.80",SKYZEN
814,18-05-2019,PV-ONG 166,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"33,134.40",SKYZEN
815,18-05-2019,PV-ONG 166,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
816,18-05-2019,PV-ONG 208,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,445.50",CVCRM
817,18-05-2019,PV-ONG 208,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
818,18-05-2019,PV-ONG 209,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"69,083.10",SKYZEN
819,18-05-2019,PV-ONG 209,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"10,236.00",SKYZEN
820,18-05-2019,PV-ONG 209,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"38,260.32",SKYZEN
821,18-05-2019,PV-ONG 209,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"5,465.76",SKYZEN
822,18-05-2019,PV-ONG 209,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.18,SKYZEN
823,18-05-2019,PV-ONG 210,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"86,730.00",CVCRM
824,18-05-2019,PV-ONG 211,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"31,801.00",CVCRM
825,18-05-2019,PV-ONG 212,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"30,649.32",SKYZEN
826,18-05-2019,PV-ONG 212,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.32,SKYZEN
827,18-05-2019,PV-ONG 213,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
828,18-05-2019,PV-ONG 213,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.26,SKYZEN
829,18-05-2019,PV-ONG 214,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"34,692.00",CVCRM
830,18-05-2019,PV-ONG 215,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"31,801.00",CVCRM
831,20-05-2019,PV-H 16,TELANGANA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 120 COMMON MOTOR,"4,304.64",SERVICE
832,20-05-2019,PV-H 16,TELANGANA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CLAMP,604.16,SKYZEN
833,20-05-2019,PV-H 16,TELANGANA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
834,20-05-2019,PV-ONG 216,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"28,910.00",CVCRM
835,20-05-2019,PV-ONG 217,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"96,708.08",SKYZEN
836,20-05-2019,PV-ONG 217,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.08,SKYZEN
837,20-05-2019,PV-ONG 218,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,445.50",CVCRM
838,20-05-2019,PV-ONG 218,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
839,21-05-2019,PV-H 17,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY WASHER SZ 900,"709,200.00",SKYZEN
840,21-05-2019,PV-ONG 130,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,47.20,SERVICE
841,21-05-2019,PV-ONG 130,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"41,536.00",CVCRM
842,21-05-2019,PV-ONG 130,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
843,21-05-2019,PV-ONG 219,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,445.50",CVCRM
844,21-05-2019,PV-ONG 219,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"14,007.78",SKYZEN
845,21-05-2019,PV-ONG 219,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.28,SKYZEN
846,21-05-2019,PV-ONG 220,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"349,280.00",SKYZEN
847,21-05-2019,PV-ONG 221,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"110,523.52",SKYZEN
848,21-05-2019,PV-ONG 221,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"13,253.76",SKYZEN
849,21-05-2019,PV-ONG 221,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.28,SKYZEN
850,21-05-2019,PV-SRNG 8,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,Purchase of 18% Items,SKY INDUSTRIAL COOLER 30 INCH,"22,000.00",SKYZEN
851,21-05-2019,PV-SRNG 9,ANDHRA,JYOTI ELECTRONICS,Purchase of 18% Items,SKY Hippo Chill 4500,"7,300.00",SKYZEN
852,21-05-2019,PV-SRNG 9,ANDHRA,JYOTI ELECTRONICS,Purchase of 18% Items,SKY Smile Blower,"5,000.00",SKYZEN
853,21-05-2019,PV-SRNG 9,ANDHRA,JYOTI ELECTRONICS,Purchase of 18% Items,SKY Thunder Cool 18AL,"8,000.00",SKYZEN
854,22-05-2019,PV-ONG 222,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"9,338.52",SKYZEN
855,22-05-2019,PV-ONG 222,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.48,SKYZEN
856,22-05-2019,PV-ONG 223,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"28,910.00",CVCRM
857,22-05-2019,PV-ONG 224,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"69,856.00",SKYZEN
858,22-05-2019,PV-ONG 224,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Thunder Cool 18AL,"87,505.26",SKYZEN
859,22-05-2019,PV-ONG 224,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"45,312.00",CVCRM
860,22-05-2019,PV-ONG 224,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"134,431.50",CVCRM
861,22-05-2019,PV-ONG 224,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.24,SKYZEN
862,22-05-2019,PV-ONG 225,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"33,228.80",CVCRM
863,22-05-2019,PV-ONG 225,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
864,22-05-2019,PV-ONG 226,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"247,988.80",SKYZEN
865,22-05-2019,PV-ONG 226,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"440,092.80",SKYZEN
866,22-05-2019,PV-ONG 226,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
867,22-05-2019,PV-ONG 227,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"104,076.00",CVCRM
868,22-05-2019,PV-ONG 228,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"11,564.00",CVCRM
869,22-05-2019,PV-ONG 228,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"15,104.00",CVCRM
870,22-05-2019,PV-ONG 228,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,TYPHOON AIR COOLER,"11,328.00",CVCRM
871,22-05-2019,PV-ONG 229,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY DRAIN PLUG,23.60,SERVICE
872,22-05-2019,PV-ONG 229,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"3,445.60",SKYZEN
873,22-05-2019,PV-ONG 229,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
874,22-05-2019,PV-ONG 230,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 039H SMART/THUNDER/VIBRANT,"12,460.80",SERVICE
875,22-05-2019,PV-ONG 230,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
876,22-05-2019,PV-ONG 231,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,SARA PUMP MOTOR,"1,800.96",SERVICE
877,22-05-2019,PV-ONG 231,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.04,SKYZEN
878,22-05-2019,PV-SRNG 10,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,Purchase of 18% Items,SKY Thunder Cool 18AL,"79,068.00",SKYZEN
879,22-05-2019,PV-SRNG 10,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,Purchase of 18% Items,SKY Smart Cool 18ALH,"7,509.00",SKYZEN
880,22-05-2019,PV-SRNG 10,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,Purchase of 18% Items,SKY Smart Cool 18AL,"48,342.00",SKYZEN
881,22-05-2019,PV-SRNG 7,ANDHRA,NIHARIKA DIGITAL&HOME NEEDS,Purchase of 18% Items,SKY Smile Blower,"6,494.00",SKYZEN
882,22-05-2019,PV-SRNG 7,ANDHRA,NIHARIKA DIGITAL&HOME NEEDS,Purchase of 18% Items,SKY Vibrant 18AL /HPL,"8,865.00",SKYZEN
883,22-05-2019,PV-SRNG 7,ANDHRA,NIHARIKA DIGITAL&HOME NEEDS,Purchase of 18% Items,SKY Thunder Cool 18AL,"8,082.00",SKYZEN
884,22-05-2019,PV-SRNG 7,ANDHRA,NIHARIKA DIGITAL&HOME NEEDS,Purchase of 18% Items,AIRCOOLER,"4,300.00",CVCRM
885,23-05-2019,PV-ONG 232,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"14,455.00",CVCRM
886,23-05-2019,PV-ONG 232,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"14,455.00",CVCRM
887,23-05-2019,PV-ONG 232,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"9,062.40",CVCRM
888,23-05-2019,PV-ONG 232,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
889,23-05-2019,PV-ONG 233,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"349,280.00",SKYZEN
890,23-05-2019,PV-ONG 234,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
891,23-05-2019,PV-ONG 234,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MINI CUTE,"1,821.92",SKYZEN
